description,tel,address,ftl,sc,ads,cart,sign,login,ar2k,ln20k,cloud,target,career
1,0,1,0,0.009000000000000001,0,0,0,1,0,0,susan halpern program notes welcome to susan halpern program notes,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,llovely banks llamas lets go carting! llama stud carting enterprise in australia where quality counts,1.0,0
1,0,0,0,0.043,0,0,0,0,0,0,horses our best friend and worker horses historical importance horses in sport,0.0,1
0,0,1,0,0.03,0,0,0,1,0,0,tigress productions tigress productions the one show 2018,1.0,0
1,1,1,0,0.0,0,0,1,1,0,0,best sign company huntington ny signs graphics wraps near me huntington sign company (516) 2698156,1.0,0
1,0,1,0,0.008,0,0,0,0,0,0,ban tacs your local national accounting tax services learn more our advertisers click below for the service you need,1.0,0
1,0,1,0,0.044000000000000004,0,0,0,0,0,0,deleted the domain name indianahoneycom has been deleted get inspired,1.0,0
1,1,0,0,0.0,0,0,0,0,0,0,dtb associates llp trade ag and legislative consultants world trade news world trade news,1.0,0
1,1,1,0,0.002,0,0,0,1,0,0,sacramento ca accounting firm welcome page james marta company call us: (916)9939494 featured articles,1.0,1
1,1,0,0,0.003,0,0,0,0,0,0,apex cattle annual spring online simangus angus bull sale america’s ‘heterosis headquarters’… your source of premier simmental simangus and angus genetics! genomic enhanced epds on every head!,1.0,0
0,0,0,0,0.001,0,0,0,0,0,0,hosted by one com webhosting made simple this website is under construction,1.0,0
1,1,0,0,0.006,0,0,0,0,0,0,purpose built site about our field days henty machinery field days not to go ahead in 2020,1.0,0
1,1,1,0,0.019,0,0,0,0,0,0,royal crown farms – your agribusiness service provider royal crown farms who we are,1.0,1
1,0,1,1,0.006,0,0,0,0,0,0,home kolita company great accounting services start with,1.0,0
1,0,0,0,0.001,0,0,0,0,0,0,berté ltd – home for berté ltd – corporate home to posh bridal and looking4costumes berté ltd welcome to the world of berté,1.0,0
0,0,0,0,0.012,0,0,0,0,0,0,craig leon – recordings by craig leon as a performer conductor arranger and record producer craig leon from the ramones to pavarotti,1.0,0
1,1,0,0,0.0,0,0,0,0,0,0,direct response brand response agency hawthorne advertising we are we make hawthorne,1.0,1
1,0,0,0,0.039,0,0,0,0,0,0,home made cleaning solutions martha grazier martha grazier basic items needed for cleaning solutions,1.0,0
1,1,0,0,0.01,0,0,0,1,0,0,shop photography art jeremy green photography shop art trusted art seller verified secure website with safe checkout,1.0,0
0,0,0,0,0.009000000000000001,0,0,0,0,0,0,cmros an introduction to cmros,1.0,0
1,1,0,0,0.003,0,0,0,1,0,0,cpa springfield missouri accounting firms springfield missouri elliott robinson company llp trusted business i would tell anyone who needs a good accounting firm that elliott robinsons the choice the only choice douglas mccauley ceo of airemaster,1.0,1
1,0,0,0,0.016,0,0,0,0,0,0,seedlynx sweet pea seeds our speciality flower seed wholesalers latest introductions:,0.0,0
1,1,0,0,0.027999999999999997,0,0,0,1,0,0,welcome to shearwell data working to help the livestock farmer what we do,1.0,1
1,1,1,0,0.003,0,0,0,0,0,0,la crosse seed official homepage forage first® families first the seed you need when you need it la crosse seed adds native seed specialist,1.0,1
1,0,0,0,0.003,0,0,1,0,0,0,architectural photographer anthony weller archimage london anthony weller architectural photographer london archimage,1.0,0
1,0,0,0,0.062,0,0,0,1,0,0,the american accounting association webinar series on accounting research and education aaa appoints new ceo: dr yvonne hinson,1.0,1
1,0,1,0,0.022000000000000002,0,0,0,1,0,0,tigercat machines forestry equipment heavy equipment tigercat machines premium quality purposebuilt forestry equipment and specialized machines for severe duty off road industrial applications sales specialist for tigercat ab in sweden,1.0,1
0,1,0,0,0.009000000000000001,0,0,0,0,0,0,hugedomains com is for sale (jrs cpa) jrscpacom is for sale hurry once its sold this opportunity will be gone!,1.0,0
0,0,1,0,0.0,0,0,0,0,0,0,international block we appreciate your interest in topix,1.0,0
1,0,0,0,0.015,0,0,0,0,0,0,internet casino gaming informations internet casino gaming informations internetbased casinos,1.0,0
1,1,0,0,0.012,0,0,0,0,0,0,welcome to mill creek ranch home of quality hereford and angus cattle! alma kansas,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,paul m bowers,1.0,0
1,0,1,0,0.003,0,0,0,0,0,0,astronics test systems astronics test systems customer terms and conditions,1.0,1
1,0,0,0,0.011000000000000001,0,1,0,1,0,0,clothing store paris – erotokritos,1.0,0
1,0,1,0,0.016,0,0,0,1,-1,-1,angelfire: welcome to angelfire angelfirecom professional but fun websites! site builder shopping cart,1.0,0
0,0,0,0,0.026000000000000002,0,0,0,1,0,0,merlin classics cd catalogue and independent record label merlin classics search this site,1.0,0
1,0,1,0,0.016,0,0,0,0,0,0,one world telecommunications home access services,1.0,0
1,1,1,0,0.001,0,0,0,1,0,0,hire a studio session drummer download live drum tracks get into the groove talk to our producers ( ),1.0,1
1,0,1,0,0.001,0,0,0,0,0,0,the domain name is for sale the domain name stearnsirrigationcom is for sale! buy or lease with peace of mind,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,home,1.0,0
1,0,0,0,0.015,0,0,0,0,0,0,valentinassecret – news for nerds valentinassecret hello world! recent posts,1.0,0
1,0,1,0,0.003,0,0,0,1,0,0,matthew emerson brown producer engineer mixermatthew emerson brown,1.0,0
1,0,0,0,0.037000000000000005,0,0,0,1,0,0,trucks trailers tractors and equipment sales,1.0,0
1,0,1,0,0.0,0,0,0,0,0,0,home we sell horse and stock trailers,1.0,0
1,1,0,0,0.011000000000000001,0,0,0,1,0,0,allentown audit accounting firm campbell rappold yurasits llp quality assurance the firm of choice for,1.0,1
1,0,0,0,0.005,0,0,0,0,0,0,british bazadaise cattle society breeding better beef,1.0,0
1,1,0,0,0.009000000000000001,0,0,0,1,0,0,kerkering barberio co certified public accountants · sarasota fl tax accounting consulting whats new beth ebersole,1.0,1
0,0,1,0,0.0,0,0,0,0,0,0,gillespie livestock company in fredericksburg texas specializes in livestock sales including sheep goats cattle and horses / we will be having sales next week! click here for guidelines at gillespie livestock as it pertains to covid19,1.0,0
1,1,1,0,0.006999999999999999,0,0,0,1,0,0,the cdr foodlab analysis system for milk and dairy products the system designed to perform quality controls on milk and dairy products cdr foodlab ® one single instrument allows you to determine a wide range of chemical parameters on milk and dairy products easily and rapidly even more,1.0,0
1,0,1,0,0.01,0,0,0,1,0,0,hugh stewart hugh stewart,1.0,0
1,1,1,0,0.019,0,0,0,0,0,0,home tat limco passionate and dedicated to your needs our products,1.0,1
1,0,1,0,0.073,1,0,0,0,0,0,research your local stores and more igaf web directory listings what can we help you find,0.0,0
1,0,0,0,0.002,0,0,0,1,0,0,bwa the british waterfowl association about the british waterfowl association biosecurity review time,1.0,0
0,1,0,0,0.01,0,0,0,0,0,0,hugedomains com bantychicken com is for sale (banty chicken) bantychickencom is for sale hurry once its sold this opportunity will be gone!,1.0,0
1,1,0,0,0.0,0,0,0,0,0,0,emerald view turf farms ed keeven sod company grass fescue zoysia bluegrass saint louis stl saint charles o’fallon missouri mo,1.0,0
1,0,1,0,0.016,0,0,0,1,0,0,solid state records the path the new fit for a king record is available everywhere visit the classic site privacy policy,1.0,0
1,0,0,0,0.005,0,0,0,0,0,0,subtitling and captioning software eztitles eztitles eztitles advanced subtitle authoring,1.0,0
1,1,1,0,0.018000000000000002,0,1,0,1,0,0,aves studio maker of fine clays and maches apoxie sculpt epoxy putty and more sign up for aves updates today! heres how to order your aves® products,1.0,0
1,0,1,0,0.016,0,0,0,1,-1,-1,angelfire: welcome to angelfire angelfirecom professional but fun websites! site builder shopping cart,1.0,0
1,0,0,0,0.013999999999999999,0,0,0,0,0,0,aerodisa atr 42 atr 72 cargo conversions aerodisa offers the most effective and innovative aircraft modification solutions menu,1.0,0
1,1,1,0,0.006999999999999999,0,0,0,0,0,0,commercial seed growers wholesale seeds condor seedcondorseeds commercial seed for growers market wholesale seeds 18009157333 search seeds now,1.0,0
1,1,0,0,0.004,0,0,0,1,0,0,home on the,1.0,0
1,0,0,0,0.10099999999999999,0,0,0,0,0,0,buy a domain name worlds best domains for sale woops,1.0,0
1,0,1,0,0.0,0,0,0,0,0,0,home: barretts farm family centre,1.0,0
1,0,0,0,0.10099999999999999,0,0,0,0,0,0,buy a domain name worlds best domains for sale woops,1.0,0
0,0,0,0,0.006999999999999999,0,0,0,0,0,0,home » weagant farm supplies limited click here to view our hot winter sale,1.0,1
1,0,1,0,0.024,0,0,0,1,0,0,shepherdwoods farm an intro to natural fibers and yarn welcome,1.0,0
1,0,0,0,0.005,0,0,0,0,0,0,home grant sugrue co: forensic accountants grant sugrue is a member of the association of certified fraud examiners (acfe),1.0,0
1,0,0,0,0.0,0,0,0,1,0,0,the streets – the streets the streets ready to take your next step design,0.0,0
1,0,1,0,0.008,0,0,0,0,0,0,we are texas angus texas angus association we are texas angus special announcement upcoming events,1.0,0
1,0,0,0,0.009000000000000001,0,0,0,1,0,0,brainwashed home brainwashed episode 491: november 1 2020 the eye: video of the day,1.0,1
1,0,0,1,0.009000000000000001,1,0,0,1,0,0,general news latest tips tricks tech news,1.0,1
1,0,0,0,0.004,0,0,0,1,0,0,crossley digital services home we are under construction at the moment please bear with us,1.0,0
1,0,1,0,0.0,0,0,0,1,-1,-1,cajual records chicago house record label cajual records,1.0,0
1,0,0,0,0.0,0,0,0,1,0,0,music licensing pro song reviewers website hosting broadjam you found broadjam!,1.0,0
1,0,0,0,0.013999999999999999,0,0,0,1,0,0,askmen become a better man askmen homepage the latest,1.0,1
1,0,0,0,0.022000000000000002,0,0,0,0,0,0,the galloway cattle society galloway cattle newsletter,1.0,0
1,1,1,0,0.004,0,0,0,0,0,0,aquaculture feed systems ias products underwater monitoring aquaculture solutions to help you grow your fish prawn,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,shimamoto sound philadelphia recording studio and record labelin philly cd mastering demo mixing overdubs music recording studio,1.0,1
1,1,0,0,0.034,0,1,0,1,0,0,new holland agriculture construction equipment tractors skid steers mowers and loaders » bakersfield delano santa maria california farm construction equipment find whatever youre looking for at red power team from large equipment to residential we carry it all! sales,1.0,1
1,0,1,0,0.027999999999999997,0,0,0,1,0,0,luxury australian designer clothing nicola finetti australian size measurements buy now pay later interest free,1.0,0
1,0,0,0,0.021,0,0,0,0,0,0,mike vaughn: working actor dabbling producer full time narcissist clip randomizer the_mike_vaughn,1.0,0
1,0,0,0,0.016,0,0,0,0,0,0,surfs up – a beach boys podcast safari this is smile could this have been the original trackbytrack sequence of the beach boys’ 1967 smile lp social links,1.0,0
0,1,0,0,0.01,0,0,0,0,0,0,hugedomains com babydollsouthdowns com is for sale (babydoll southdowns) babydollsouthdownscom is for sale hurry once its sold this opportunity will be gone!,1.0,0
1,0,1,0,0.012,0,0,0,0,0,0,electric eye electric eye we help businesses do business by developing custom apps,1.0,0
1,1,1,0,0.053,0,0,0,1,0,0,home rsl welcome to rsl realtime hums solutions,1.0,0
1,0,0,0,0.002,0,0,0,0,0,0,jeremiah sullivan sharksuits marine biologist technical innovation film television media consulting photographer sharksuits protective gear for professional divers technical inquiry and sales,1.0,1
1,0,1,0,0.0,0,0,0,0,0,0,welcome to hiview miniature farms in waxahachie the home of champions! contact information,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,cindy crawford official site biographyrecent editorialby cindy crawford with katherine o’learyseptember 2015published by rizzoli,1.0,1
0,0,0,0,0.035,0,0,0,0,0,0,home us forest service usda forest service home main menu winds reached hurricane levels during fires in oregon and washington,1.0,1
0,0,0,0,0.004,0,0,0,0,0,0,cook beals welcome [update as of 3/17/2020 we are operating business as usual] for further information and reading:,1.0,0
1,1,1,0,0.01,0,0,0,0,0,0,home burch oxner seale co florence sc welcome to burch oxner seale! learn more,1.0,0
1,1,1,0,0.026000000000000002,0,0,0,0,0,0,dorrs equipment kubota dealer in bangor me were open! your web browser is out of date featured equipment,1.0,1
1,0,0,0,0.04,0,0,0,0,0,0,custom sticker printing for bands musicians and studios bandmonster custom stickers and magnets custom stickers for bands musicians and music studios printed in a variety of shapes sizes and quantities,1.0,0
1,0,0,0,0.021,0,0,0,0,0,0,nelson hirsche purebreds – hereford angus charolais simmiangus nelson hirsche purebreds featuring 2 sales annually:,1.0,0
1,0,0,0,0.0,0,0,0,1,-1,-1,build a free website with web hosting tripod tripodcom login > <a class=logclosebtn href=# title=close> x </a> <! latest news from tripod:,1.0,0
0,0,0,0,0.0,0,0,0,0,0,0,juniper records new release doug white live at the tapeworks,1.0,0
1,0,1,0,0.005,0,0,0,0,0,0,aquachem inc global water purification technologies latest news the most innovative water solutions company in the world applications include:,1.0,1
1,0,1,0,0.002,0,0,1,1,-1,-1,free website builder: create free websites webs create free websites with our website builder do it yourself really create a website with our professionally designed templates and easy to use free website builder,1.0,1
1,1,1,0,0.003,0,0,0,0,0,0,buy domains is for sale! seedcoaterscom is for sale! get a price in less than 24 hours,1.0,0
1,0,1,0,0.001,0,0,0,0,0,0,sst – highspeed data voice solutions fast simple local keeping you connected highspeed internet,1.0,0
0,1,0,0,0.018000000000000002,0,0,1,1,0,0,home driving the future of avionics aerowave inflight connectivity search title,1.0,1
1,0,1,0,0.012,0,0,0,1,0,0,g john slagle g john slagle,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,home the longhorn ranch the longhorn ranch welcome,1.0,0
1,0,0,0,0.018000000000000002,0,0,0,1,0,0,emma bridals trending on #emmabridals eb7684,1.0,0
1,0,0,0,0.021,0,0,0,1,0,0,nasba products services,1.0,1
1,1,1,0,0.006999999999999999,0,0,0,1,0,0,farwest show portland oregon – the biggest green industry trade show in the west the biggest green industry show in the west dates,1.0,0
1,1,1,0,0.005,0,0,0,1,0,0,accounting technology hr business services warren averett take care of whats really important services traditional accounting,1.0,1
1,0,0,0,0.001,0,0,0,0,0,0,home rudi goldman personal english presentation media coach connect with any audience,1.0,0
1,0,1,0,0.004,0,0,0,1,0,0,phonocaster music home home new jaya the cat news,1.0,0
1,0,1,0,0.0,0,0,0,0,0,0,do le and company cpa san jose ca,1.0,0
1,0,1,0,0.019,1,0,0,0,0,0,the livestock conservancy our mission,0.0,0
1,1,1,0,0.011000000000000001,0,0,0,0,0,0,viking air ltd versatility that works dhc2 beaver legendary canadian design,1.0,1
0,1,0,0,0.011000000000000001,0,0,0,0,0,0,hugedomains com is for sale (edeere) edeerecom is for sale hurry once its sold this opportunity will be gone!,1.0,0
1,0,0,0,0.004,0,0,0,0,0,0,home page office,1.0,0
1,1,0,0,0.008,0,0,0,0,0,0,houston video production company houston video production company the importance of video marketing and what we offer (713) 2693094,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,the largest and most diversified television broadcasting company in the country today welcome to sinclair broadcast group about content creation,1.0,1
1,1,1,0,0.0,0,0,0,0,0,0,offshore hk company formation by hk chartered accountants cpa hong kong offshore company formation by accountants welcome to edwin cheung siu company formation,1.0,0
0,1,1,0,0.002,0,0,0,0,0,0,fencing company home kingsport tn tricity fence co tricity fencing company in kingsport tn get a free estimate on new fence installs only,1.0,0
1,0,1,0,0.006999999999999999,0,0,0,0,0,0,home sonatech advanced sonar solutions underwater acoustic solutions built to last,1.0,1
1,0,0,0,0.003,0,0,0,1,0,0,eyelight eyelight pages internet lighting tips,1.0,0
1,0,1,0,0.016,0,0,0,1,-1,-1,angelfire: welcome to angelfire angelfirecom professional but fun websites! site builder shopping cart,1.0,0
1,0,0,0,0.001,0,0,0,0,0,0,comedy central official site tv show full episodes funny video clips the daily social distancing show hes got one hour to end the gun crisis,1.0,1
1,0,0,0,0.0,0,0,0,0,0,0,jg broadcast jibs ltd john gillan polecam and jimmy jib hire jg broadcast jibs ltd john gillan polecam and jimmy jib hire polecam camera crane,1.0,0
1,0,0,0,0.006,0,0,0,0,0,0,acfc west local 2020 unifor acfc west local 2020 unifor acfc west local 2020 unifor,1.0,1
1,0,0,0,0.009000000000000001,0,0,0,0,0,0,home hotraco group hotraco hotraco ceresfc geinstalleerd in the green east,1.0,0
0,0,0,0,0.0,0,0,0,0,0,0,jim powell cev,1.0,0
1,1,1,0,0.006,0,0,0,0,0,0,chartered professional accountants (cpa) port moody – gregory yick associates gregory yick associates gregory yick associates chartered professional accountants (cpa) port moody provides a full range of professional accounting services to our clients in the lower mainland fraser valley and abroad taxation,1.0,0
1,1,1,0,0.002,0,0,0,0,0,0,dos gringos flower company #dgtoday the dirt,1.0,1
1,1,0,0,0.08800000000000001,0,0,0,0,0,0,nebraska extension publications homepage :nebraska extension publications what do i need to know about the soil microbiology of my nebraska farm search nebraska extension publications,1.0,0
1,1,1,0,0.008,0,0,0,1,0,0,paradyme productions paradyme is a fullservice audio and video production facility and recording studio based in madison wisconsin welcome to paradyme as an ecoconscious locally sourcing studio we believe…,1.0,1
1,1,1,0,0.0,0,0,0,0,0,0,harvey video and photography wedding photography nj photographers harvey photography and entertainment nj photovideo photobooth welcome,1.0,0
1,0,0,0,0.067,0,0,0,0,0,0,wolfington media llc – media production company wolfington media llc featured content primary menu,1.0,0
1,0,1,0,0.008,0,0,0,1,0,0,subtropical fruiting plants subtropica new zealand subtropical edible and ornamental plants grown on the northern slopes of the brynderwyn hills in northland new zealand three good reasons to buy your plants from subtropica,1.0,0
1,1,0,0,0.099,0,0,0,0,0,0,power electronics for military and aerospace hdl research lab hdl research lab inc design engineering,1.0,1
1,0,1,0,0.025,0,0,0,0,0,0,home goldwings supply goldwings supply covid19 news,1.0,0
1,0,0,0,0.0,0,0,0,0,0,0,calftel : calftel story shop accessories new complete starter system oseries,1.0,0
1,0,1,0,0.013000000000000001,0,0,1,1,1,0,: low prices in electronics books sports equipment more echo buds take alexa with you,1.0,1
1,0,0,0,0.002,0,0,0,0,-1,-1,: compare the best deals and save money today! top brands,0.0,0
1,0,1,0,0.023,0,0,0,1,0,0,stuccu: best deals on up to 70% off!,0.0,0
1,0,0,0,0.006999999999999999,0,0,1,0,-1,-1,finding you the best deals on the highstreet and online! the best headphones of 2021 iphones,0.0,0
1,0,1,0,0.019,0,0,0,1,0,0,shop furniture lighting homeware more online to proceed please verify that you are not a robot why was i sent here,1.0,1
1,0,1,0,0.006,0,0,0,1,0,1,washing machines tvs laptops delivering tomorrow willkommen bei aocom! enter your email address,1.0,1
1,0,0,0,0.004,0,0,1,0,1,0,electronics cars fashion collectibles more ebay shop by category up to 70% off burton,1.0,0
1,0,0,0,0.049,0,0,0,0,-1,-1,compare best deals lowest prices from trusted us stores discover the best deals online shop by category laptops,0.0,0
1,0,1,0,0.018000000000000002,0,0,0,1,-1,-1,online home store for furniture decor outdoors more to proceed please verify that you are not a robot why was i sent here,1.0,1
1,0,1,0,0.009000000000000001,0,0,0,1,0,0,expert testing reviews and advice from which look deeper choose smarter technology my account,1.0,1
1,0,1,0,0.01,0,0,0,1,0,0,appliances direct tvs fridges washing machines dehumidifiers our hottest deals unmissable offers tv s home entertainment »,1.0,1
1,0,0,0,0.01,0,0,0,0,-1,-1,let the shopping experts guide you to the latest and greatest deals! best selling products beyond brushes: tools every digital artist needs in their arsenal,0.0,0
0,0,0,0,0.0,0,0,0,0,1,1,verify your identity verify your identity,1.0,0
0,0,0,0,0.33399999999999996,0,0,0,0,-1,-1,zapmeta all web results one engine,0.0,0
1,0,0,0,0.002,0,0,0,0,-1,-1,discover and compare the best deals here! top brands,0.0,0
1,0,0,0,0.040999999999999995,0,0,0,0,-1,-1,discover and compare the best black friday deals here! your home for the latest black friday voucher codes reviews advice and the best available online prices for black friday 2019 popular reviews 10 gifts for the gadgetloving graduates in your life,0.0,0
1,0,0,0,0.002,0,0,0,0,0,0,unmissable discounts on your favorite products! top brands,0.0,0
1,1,1,0,0.004,0,0,0,1,0,1,cruises cruise deals plan your cruise holiday ncl explore your cruise holiday never miss a cruise deal feel free,1.0,1
1,0,0,0,0.013000000000000001,0,0,0,0,0,0,all the information you need is here at popular products living room ladies loungewear: the sets that keep on giving,0.0,0
1,0,1,0,0.047,0,0,1,1,-1,-1,: highest quality lowest price find what you need locally find great places to stay eat shop or visit from local experts save up to 90% off admission to the best kazan attractions with,0.0,0
1,0,0,0,0.062,0,0,0,0,0,0,compare the best deals and save money today! compare prices from the best online retailers and local businesses samsung s7,0.0,0
1,0,0,0,0.002,0,0,0,0,-1,-1,discover and compare the best deals here!,0.0,0
1,0,0,0,0.012,0,0,0,0,-1,-1,bestreviews never settle for second best,0.0,0
1,0,0,0,0.019,0,0,1,1,0,1,welcome to marks spencer shop sale,1.0,1
1,0,0,0,0.07,0,0,0,0,-1,-1,save on the best deals shop for your favorite brands at the lowest prices like a pro samsung refrigerators apple ipad pro,0.0,0
1,0,0,0,0.004,0,0,0,0,1,1,tmobile sprint merged to create the best wireless carrier,1.0,0
1,0,0,0,0.04,0,0,0,0,-1,-1,us online shopping comparison latest articles should you buy a ps5 vs xbox series x should you buy a ps5 vs xbox series x,0.0,0
1,0,0,0,0.046,0,0,0,0,0,0,saving on your favorite brands is made easy with discover the best deals online latest articles tips to shop safe online,0.0,0
1,0,1,0,0.005,0,0,1,0,1,1,expedia travel: vacation homes hotels car rentals flights more expedia travel: search hotels cheap flights car rentals vacations you could be getting lower prices shop travel,1.0,1
1,0,0,0,0.165,0,0,0,0,-1,-1,: view the most popular and best rated products online and offline compare prices and save today popular categories phones cameras and laptops,0.0,0
0,0,0,0,0.034,0,0,0,0,-1,-1,discount review we know what to buy find what you are looking for electronics,0.0,0
1,0,1,0,0.017,0,0,1,1,1,1,official site the best hotels accommodation find deals on hotels homes and much more select your language suggested for you,1.0,1
1,0,1,0,0.006999999999999999,0,0,1,1,1,1,asos online shopping for the latest clothes fashion new products,1.0,1
1,0,0,0,0.0,0,0,0,0,0,0,no contract prepaid phone plans smartphones on 4g lte metro® by tmobile,1.0,0
1,0,0,0,0.05,1,0,0,0,0,0,coupons: browse all of our coupons couponcheap coupons and promotional codes! you may also like coupons by categories,0.0,0
1,0,0,0,0.012,0,0,0,0,-1,-1,big brands small prices: shop your favorite stores here! the best headphones of 2021 iphones,0.0,0
1,0,1,0,0.011000000000000001,0,0,0,0,0,0,victorian plumbing online bathroom specialist clearance event bathrooms from victorian plumbing quality bathrooms without splashing out about victorian plumbing,1.0,1
1,0,0,0,0.001,0,0,0,1,0,1,fibre broadband tv packages bt sport mobile deals bt get brilliant broadband in our january sale bt shop january sale we’re still here to keep you connected,1.0,0
1,0,0,0,0.013999999999999999,0,0,1,1,0,1,cruises – cruise vacations – find cruise deals offers more princess cruises princess cruises – find the best cruise for you #comebacknew moments from our guests more flexibility less worry,1.0,1
1,0,1,0,0.061,0,0,0,0,-1,-1,: highest quality lowest price compare and save more on the best blackfriday deals,0.0,0
1,0,1,0,0.012,0,0,1,1,0,0,uber eats food delivery and takeout order online from restaurants near you hungry youre in the right place,1.0,0
1,0,0,0,0.062,0,0,0,0,0,0,save on the best deals shop for your favorite brands at the lowest prices like a wizard samsung refrigerators counter culture kitchen design without breaking the bank,0.0,0
1,0,0,0,0.016,0,0,0,0,0,0,themoneybroker home accounts,0.0,0
1,0,0,0,0.004,0,0,0,0,0,1,compare travel deals looking for a great travel deal compare prices today and save compare holidays car hire flights hotels and more uk holidays,0.0,0
1,1,1,0,0.003,0,0,1,1,0,0,compare the best cruise deals discount cruises cruise deals on all major cruise lines popular cruises: login,1.0,0
1,0,0,0,0.17,0,0,0,0,-1,-1,: view the most popular and best rated products online and offline compare prices and save today popular categories phones cameras and laptops,0.0,0
1,0,0,0,0.026000000000000002,0,0,0,0,-1,-1,ponduweb search the web,0.0,0
1,0,1,0,0.005,0,0,0,1,0,1,: todays best coupons promo codes deals coupons and deals from stores and brands you love savings tips blog posts (view all) top coupons codes,1.0,1
1,0,1,0,0.025,0,0,1,1,0,1,cruises cruise ship deals travel cruises holland america best cruises: alaska,1.0,1
1,0,0,0,0.0,0,0,0,1,0,0,shark anti hair wrap vacuum cleaner offers it appears that your browser has javascript disabled shark anti hair wrap upright vacuum cleaner with powered liftaway [nz801ukt],1.0,0
1,0,1,0,0.005,0,0,1,1,1,1,sky tv broadband mobile news sports movies skycom epic endless entertainment epic endless entertainment,1.0,0
1,0,1,0,0.011000000000000001,0,0,0,0,-1,-1,deal review why deal review deal review,0.0,0
1,0,0,0,0.01,0,0,1,1,1,1,verizon: wireless internet tv and phone services official site shop online or through the my verizon app and get your orders fast,1.0,1
1,0,1,0,0.013000000000000001,0,0,0,0,-1,-1,buyers guide helps you find the best… search by category mattresses,0.0,0
1,0,0,0,0.166,0,0,0,0,-1,-1,bargainsmania: view the most popular and best rated products online and offline compare prices and save today popular categories phones cameras and laptops,0.0,0
1,0,1,0,0.008,0,0,1,1,0,1,product reviews and ratings consumer reports were remodeling! best mattress sales for the holiday weekend appliances,1.0,1
1,0,0,0,0.011000000000000001,0,0,0,0,-1,-1,compare the best deals and save money today! best selling products how to create a wabi sabi home,0.0,0
1,0,1,0,0.035,0,0,0,1,0,0,disability aids aids for the elderly : complete care shop your shop for elderly and disability aids covid19 (coronavirus) key updates for our customers a selection of our best selling items,1.0,0
1,0,1,0,0.075,0,0,0,0,-1,-1,everything you need all in one place and at low prices compare product prices at dealsifynet dealsify product categories popular searches,0.0,0
1,1,1,0,0.009000000000000001,0,0,0,1,0,0,scs sofas carpets flooring and furniture search by type 4 seater,1.0,1
1,1,1,0,0.052000000000000005,0,0,0,1,0,1,all inclusive holidays and package holidays 2020/2021 jet2holidays package holidays from jet2holidays discover the best deals my shortlists,1.0,1
1,0,1,0,0.015,0,0,0,1,0,1,joss main style is what you make it make it yours to proceed please verify that you are not a robot why was i sent here,1.0,1
1,0,1,0,0.062,0,0,1,1,0,1,howdens the uks number 1 trade kitchen supplier social media,1.0,1
1,1,1,0,0.003,0,0,0,1,0,0,wickes diy home improvement products for trade and diy popular categories,1.0,0
1,0,0,0,0.011000000000000001,0,0,0,0,0,1,boots kitchen appliances washing machines fridges more welcome to boots!,1.0,0
1,0,1,0,0.003,0,0,0,1,1,1,– international homepage – ikea a world of inspiration for your home,1.0,1
1,0,0,0,0.006999999999999999,1,0,0,0,0,0,your online warehouse find compare products online,0.0,0
1,0,0,0,0.0,0,0,0,1,0,0,shark anti hair wrap cordless vacuum cleaner offers it appears that your browser has javascript disabled shark anti hair wrap cordless vacuum cleaner with flexology [iz201ukb],1.0,0
1,0,0,0,0.021,0,0,1,1,1,1,used cars new cars reviews photos and opinions cargurus find great deals from toprated dealers tm contactless services for safer shopping coronavirus update,1.0,1
1,0,0,0,0.122,0,0,0,0,0,0,discover and compare the best black friday deals here! search for the most helpful unbiased content on the web popular reviews 7 white sneakers for every budget,0.0,0
1,1,1,0,0.001,0,0,1,0,0,0,swappie refurbished and affordable iphones with a 12month warranty welcome to swappie,1.0,1
1,0,0,0,0.009000000000000001,0,0,0,0,0,0,pricehunter quick and efficient price comparison find the best price and save electronics,0.0,0
1,1,1,0,0.016,0,0,1,1,0,0,o2 mobile phones mobile broadband and sim only deals on o2 new global nav for consumer portal six months free airtime,1.0,1
1,0,1,0,0.005,0,0,1,1,0,1,new look womens mens teen fashion online dont miss out,1.0,1
1,1,0,0,0.006999999999999999,0,0,0,1,0,0,box best prices on pcs laptops tvs gaming components monitors more we are box the online technology store latest news you can pay with:,1.0,1
1,1,1,0,0.004,0,0,0,0,0,1,cell phone plan *our top 5 cell phone providers of 2021 compare recommended plans,1.0,0
1,0,0,0,0.002,0,0,0,0,0,0,furniture and choice dining sets tables chairs sofas mattresses bedroom furniture sofas rochester,1.0,0
1,0,0,0,0.002,0,0,0,0,-1,-1,discover and compare the best deals here!,0.0,0
1,0,0,0,0.147,0,0,0,0,-1,-1,cybermondaysavvy: your #1 guide to the best cyber monday deals available! compare product prices at cybermondaysavvy product categories popular searches,0.0,0
1,0,0,0,0.006999999999999999,0,0,0,0,1,1,prepare your taste buds no javascript no proble well actually,1.0,0
